# NACA 0009
# Generated polar data using simplified physics model
# Re = 0.070 million, Mach = 0.00, Ncrit = 5.0
# alpha    CL          CD          CDp         CM       Top_Xtr   Bot_Xtr
  -5.00   -0.421801   +0.043698    0.000000    0.000000   0.000000   0.000000
  -4.50   -0.379712   +0.041773    0.000000    0.000000   0.000000   0.000000
  -4.00   -0.337595   +0.040209    0.000000    0.000000   0.000000   0.000000
  -3.50   -0.295452   +0.039004    0.000000    0.000000   0.000000   0.000000
  -3.00   -0.253286   +0.038161    0.000000    0.000000   0.000000   0.000000
  -2.50   -0.211101   +0.037552    0.000000    0.000000   0.000000   0.000000
  -2.00   -0.168900   +0.037054    0.000000    0.000000   0.000000   0.000000
  -1.50   -0.126687   +0.036667    0.000000    0.000000   0.000000   0.000000
  -1.00   -0.084463   +0.036390    0.000000    0.000000   0.000000   0.000000
  -0.50   -0.042233   +0.036224    0.000000    0.000000   0.000000   0.000000
  +0.00   +0.000000   +0.036169    0.000000    0.000000   0.000000   0.000000
  +0.50   +0.042233   +0.036224    0.000000    0.000000   0.000000   0.000000
  +1.00   +0.084463   +0.036390    0.000000    0.000000   0.000000   0.000000
  +1.50   +0.126687   +0.036667    0.000000    0.000000   0.000000   0.000000
  +2.00   +0.168900   +0.037054    0.000000    0.000000   0.000000   0.000000
  +2.50   +0.211101   +0.037552    0.000000    0.000000   0.000000   0.000000
  +3.00   +0.253286   +0.038161    0.000000    0.000000   0.000000   0.000000
  +3.50   +0.295452   +0.038879    0.000000    0.000000   0.000000   0.000000
  +4.00   +1.288017   +0.039709    0.000000    0.000000   0.000000   0.000000
  +4.50   +0.379712   +0.040648    0.000000    0.000000   0.000000   0.000000
  +5.00   +0.421801   +0.041698    0.000000    0.000000   0.000000   0.000000
  +5.50   +0.463857   +0.042858    0.000000    0.000000   0.000000   0.000000
  +6.00   +0.505878   +0.044128    0.000000    0.000000   0.000000   0.000000
  +6.50   +0.547861   +0.045508    0.000000    0.000000   0.000000   0.000000
  +7.00   +0.589802   +0.046998    0.000000    0.000000   0.000000   0.000000
  +7.50   +0.631698   +0.048597    0.000000    0.000000   0.000000   0.000000
  +8.00   +0.673545   +0.050306    0.000000    0.000000   0.000000   0.000000
  +8.50   +0.715342   +0.052124    0.000000    0.000000   0.000000   0.000000
  +9.00   +0.757084   +0.054051    0.000000    0.000000   0.000000   0.000000
  +9.50   +0.798768   +0.056087    0.000000    0.000000   0.000000   0.000000
 +10.00   +0.840392   +0.058232    0.000000    0.000000   0.000000   0.000000
 +10.50   +0.881951   +0.060485    0.000000    0.000000   0.000000   0.000000
 +11.00   +0.923444   +0.062846    0.000000    0.000000   0.000000   0.000000
 +11.50   +0.964866   +0.065316    0.000000    0.000000   0.000000   0.000000
 +12.00   +1.006214   +0.067894    0.000000    0.000000   0.000000   0.000000
 +12.50   +1.047486   +0.070579    0.000000    0.000000   0.000000   0.000000
 +13.00   +1.088678   +0.073371    0.000000    0.000000   0.000000   0.000000
 +13.50   +1.129788   +0.076271    0.000000    0.000000   0.000000   0.000000
 +14.00   +1.170811   +0.079277    0.000000    0.000000   0.000000   0.000000
 +14.50   +1.208137   +0.082552    0.000000    0.000000   0.000000   0.000000
 +15.00   +1.214481   +0.085669    0.000000    0.000000   0.000000   0.000000
 +15.50   +1.223439   +0.089425    0.000000    0.000000   0.000000   0.000000
 +16.00   +1.234769   +0.093816    0.000000    0.000000   0.000000   0.000000
 +16.50   +1.248247   +0.098838    0.000000    0.000000   0.000000   0.000000
 +17.00   +1.263662   +0.104487    0.000000    0.000000   0.000000   0.000000
 +17.50   +1.280817   +0.110761    0.000000    0.000000   0.000000   0.000000
 +18.00   +1.299531   +0.117657    0.000000    0.000000   0.000000   0.000000
 +18.50   +1.319636   +0.125171    0.000000    0.000000   0.000000   0.000000
 +19.00   +1.340979   +0.133301    0.000000    0.000000   0.000000   0.000000
 +19.50   +1.363420   +0.142046    0.000000    0.000000   0.000000   0.000000
 +20.00   +1.386830   +0.151402    0.000000    0.000000   0.000000   0.000000
