# NACA_2.5411
# Generated polar data using simplified physics model
# Re = 0.100 million, Mach = 0.00, Ncrit = 5.0
# alpha    CL          CD          CDp         CM       Top_Xtr   Bot_Xtr
  -5.00   -0.462835   +0.035694    0.000000    0.000000   0.000000   0.000000
  -4.50   -0.416652   +0.033700    0.000000    0.000000   0.000000   0.000000
  -4.00   -0.370437   +0.032074    0.000000    0.000000   0.000000   0.000000
  -3.50   -0.324194   +0.030815    0.000000    0.000000   0.000000   0.000000
  -3.00   -0.277927   +0.029924    0.000000    0.000000   0.000000   0.000000
  -2.50   -0.231638   -0.025237    0.000000    0.000000   0.000000   0.000000
  -2.00   -0.185331   +0.028745    0.000000    0.000000   0.000000   0.000000
  -1.50   -0.139011   +0.028333    0.000000    0.000000   0.000000   0.000000
  -1.00   -0.092680   +0.028038    0.000000    0.000000   0.000000   0.000000
  -0.50   -0.046342   +0.027861    0.000000    0.000000   0.000000   0.000000
  +0.00   +0.000000   +0.027802    0.000000    0.000000   0.000000   0.000000
  +0.50   +0.046342   +0.027861    0.000000    0.000000   0.000000   0.000000
  +1.00   +0.092680   +0.028038    0.000000    0.000000   0.000000   0.000000
  +1.50   +0.139011   +0.028333    0.000000    0.000000   0.000000   0.000000
  +2.00   +0.185331   +0.028745    0.000000    0.000000   0.000000   0.000000
  +2.50   +0.231638   +0.029276    0.000000    0.000000   0.000000   0.000000
  +3.00   +0.277927   +0.029924    0.000000    0.000000   0.000000   0.000000
  +3.50   +0.324194   +0.030690    0.000000    0.000000   0.000000   0.000000
  +4.00   +0.370437   +0.031574    0.000000    0.000000   0.000000   0.000000
  +4.50   +0.416652   +0.032575    0.000000    0.000000   0.000000   0.000000
  +5.00   +0.462835   +0.033694    0.000000    0.000000   0.000000   0.000000
  +5.50   +0.508983   +0.034930    0.000000    0.000000   0.000000   0.000000
  +6.00   +0.555092   +0.036283    0.000000    0.000000   0.000000   0.000000
  +6.50   +0.601158   +0.037753    0.000000    0.000000   0.000000   0.000000
  +7.00   +0.647179   +0.039340    0.000000    0.000000   0.000000   0.000000
  +7.50   +0.693151   +0.041044    0.000000    0.000000   0.000000   0.000000
  +8.00   +0.739070   +0.042864    0.000000    0.000000   0.000000   0.000000
  +8.50   +0.784932   +0.044801    0.000000    0.000000   0.000000   0.000000
  +9.00   +0.830735   +0.046853    0.000000    0.000000   0.000000   0.000000
  +9.50   +0.876474   +0.049022    0.000000    0.000000   0.000000   0.000000
 +10.00   +0.922147   +0.051306    0.000000    0.000000   0.000000   0.000000
 +10.50   +0.967750   +0.053705    0.000000    0.000000   0.000000   0.000000
 +11.00   +1.013279   +0.056219    0.000000    0.000000   0.000000   0.000000
 +11.50   +1.058730   +0.058849    0.000000    0.000000   0.000000   0.000000
 +12.00   +1.104101   +0.061592    0.000000    0.000000   0.000000   0.000000
 +12.50   +1.149388   +0.064450    0.000000    0.000000   0.000000   0.000000
 +13.00   +1.194588   +0.067422    0.000000    0.000000   0.000000   0.000000
 +13.50   +1.239696   +0.070508    0.000000    0.000000   0.000000   0.000000
 +14.00   +1.284710   +0.073707    0.000000    0.000000   0.000000   0.000000
 +14.50   +1.329626   +0.077269    0.000000    0.000000   0.000000   0.000000
 +15.00   +1.339439   +0.080493    0.000000    0.000000   0.000000   0.000000
 +15.50   +1.348510   +0.084274    0.000000    0.000000   0.000000   0.000000
 +16.00   +1.360263   +0.088705    0.000000    0.000000   0.000000   0.000000
 +16.50   +1.374445   +0.093780    0.000000    0.000000   0.000000   0.000000
 +17.00   +1.390816   +0.099496    0.000000    0.000000   0.000000   0.000000
 +17.50   +1.409155   +0.105847    0.000000    0.000000   0.000000   0.000000
 +18.00   +1.429258   +0.112830    0.000000    0.000000   0.000000   0.000000
 +18.50   +1.450935   +0.120442    0.000000    0.000000   0.000000   0.000000
 +19.00   +1.474013   +0.128679    0.000000    0.000000   0.000000   0.000000
 +19.50   +1.498333   +0.137540    0.000000    0.000000   0.000000   0.000000
 +20.00   +1.523753   +0.147020    0.000000    0.000000   0.000000   0.000000
