# NACA_747A315
# Generated polar data using simplified physics model
# Re = 0.100 million, Mach = 0.00, Ncrit = 5.0
# alpha    CL          CD          CDp         CM       Top_Xtr   Bot_Xtr
  -5.00   -0.511224   +0.001109    0.000000    0.000000   0.000000   0.000000
  -4.50   -0.460213   +0.034082    0.000000    0.000000   0.000000   0.000000
  -4.00   -0.409166   +0.032376    0.000000    0.000000   0.000000   0.000000
  -3.50   -0.358089   +0.031047    0.000000    0.000000   0.000000   0.000000
  -3.00   -0.306984   +0.030094    0.000000    0.000000   0.000000   0.000000
  -2.50   -0.255856   +0.029394    0.000000    0.000000   0.000000   0.000000
  -2.00   -0.204708   +0.028821    0.000000    0.000000   0.000000   0.000000
  -1.50   -0.153545   +0.028375    0.000000    0.000000   0.000000   0.000000
  -1.00   -0.102370   +0.028057    0.000000    0.000000   0.000000   0.000000
  -0.50   -0.051187   +0.027866    0.000000    0.000000   0.000000   0.000000
  +0.00   +0.000000   +0.027802    0.000000    0.000000   0.000000   0.000000
  +0.50   +0.051187   +0.027866    0.000000    0.000000   0.000000   0.000000
  +1.00   +0.102370   +0.028057    0.000000    0.000000   0.000000   0.000000
  +1.50   +0.153545   +0.028375    0.000000    0.000000   0.000000   0.000000
  +2.00   +0.204708   +0.028821    0.000000    0.000000   0.000000   0.000000
  +2.50   +0.255856   +0.029394    0.000000    0.000000   0.000000   0.000000
  +3.00   +0.306984   +0.030094    0.000000    0.000000   0.000000   0.000000
  +3.50   +0.358089   +0.030922    0.000000    0.000000   0.000000   0.000000
  +4.00   +0.409166   +0.031876    0.000000    0.000000   0.000000   0.000000
  +4.50   +0.460213   +0.032957    0.000000    0.000000   0.000000   0.000000
  +5.00   +0.511224   +0.034165    0.000000    0.000000   0.000000   0.000000
  +5.50   +0.562197   +0.035500    0.000000    0.000000   0.000000   0.000000
  +6.00   +0.613126   +0.036961    0.000000    0.000000   0.000000   0.000000
  +6.50   +0.664009   +0.038549    0.000000    0.000000   0.000000   0.000000
  +7.00   +0.714842   +0.040262    0.000000    0.000000   0.000000   0.000000
  +7.50   +0.765620   +0.042101    0.000000    0.000000   0.000000   0.000000
  +8.00   +0.816339   +0.044066    0.000000    0.000000   0.000000   0.000000
  +8.50   +0.866997   +0.046156    0.000000    0.000000   0.000000   0.000000
  +9.00   +0.917588   +0.048372    0.000000    0.000000   0.000000   0.000000
  +9.50   +0.968110   +0.050712    0.000000    0.000000   0.000000   0.000000
 +10.00   +1.018558   +0.053177    0.000000    0.000000   0.000000   0.000000
 +10.50   +1.068928   +0.055766    0.000000    0.000000   0.000000   0.000000
 +11.00   +1.119217   +0.058478    0.000000    0.000000   0.000000   0.000000
 +11.50   +1.169420   +0.061315    0.000000    0.000000   0.000000   0.000000
 +12.00   +1.219535   +0.064275    0.000000    0.000000   0.000000   0.000000
 +12.50   +1.269557   +0.067357    0.000000    0.000000   0.000000   0.000000
 +13.00   +1.319482   +0.070562    0.000000    0.000000   0.000000   0.000000
 +13.50   +1.369306   +0.073889    0.000000    0.000000   0.000000   0.000000
 +14.00   +1.419027   +0.077338    0.000000    0.000000   0.000000   0.000000
 +14.50   +1.468639   +0.081158    0.000000    0.000000   0.000000   0.000000
 +15.00   +1.518139   +0.085599    0.000000    0.000000   0.000000   0.000000
 +15.50   +1.567524   +0.090661    0.000000    0.000000   0.000000   0.000000
 +16.00   +1.616789   +0.096342    0.000000    0.000000   0.000000   0.000000
 +16.50   +1.651270   +0.102156    0.000000    0.000000   0.000000   0.000000
 +17.00   +1.654181   +0.107515    0.000000    0.000000   0.000000   0.000000
 +17.50   +1.660902   +0.113575    0.000000    0.000000   0.000000   0.000000
 +18.00   +1.671045   +0.120326    0.000000    0.000000   0.000000   0.000000
 +18.50   +1.684255   +0.127757    0.000000    0.000000   0.000000   0.000000
 +19.00   +1.700206   +0.135859    0.000000    0.000000   0.000000   0.000000
 +19.50   +1.718599   +0.144625    0.000000    0.000000   0.000000   0.000000
 +20.00   +1.739162   +0.154049    0.000000    0.000000   0.000000   0.000000
