NACA 23015
1.000000,0.001600
0.979550,0.005565
0.959090,0.009480
0.938619,0.013335
0.918134,0.017119
0.897635,0.020823
0.877121,0.024440
0.856591,0.027973
0.836048,0.031426
0.815493,0.034804
0.794925,0.038109
0.774347,0.041346
0.753759,0.044518
0.733161,0.047626
0.712554,0.050673
0.691938,0.053662
0.671314,0.056589
0.650679,0.059446
0.630034,0.062224
0.609377,0.064912
0.588708,0.067502
0.568025,0.069988
0.547330,0.072368
0.526623,0.074641
0.505904,0.076804
0.485174,0.078856
0.464432,0.080788
0.443678,0.082589
0.422913,0.084248
0.402135,0.085754
0.381345,0.087096
0.360545,0.088259
0.339735,0.089230
0.318916,0.089995
0.298091,0.090540
0.277261,0.090844
0.256430,0.090860
0.235601,0.090544
0.214779,0.089880
0.193971,0.088873
0.173187,0.087464
0.152446,0.085481
0.131779,0.082734
0.111275,0.078995
0.091045,0.074022
0.071205,0.067660
0.051914,0.059791
0.033481,0.050071
0.016720,0.037639
0.004189,0.021362
0.000000,0.000000
0.013219,-0.015926
0.031751,-0.025159
0.051707,-0.030820
0.071911,-0.035447
0.092238,-0.039499
0.112665,-0.043027
0.133163,-0.046115
0.153708,-0.048880
0.174285,-0.051389
0.194895,-0.053604
0.215539,-0.055472
0.236213,-0.056984
0.256910,-0.058152
0.277621,-0.058999
0.298342,-0.059566
0.319069,-0.059890
0.339798,-0.059995
0.360528,-0.059896
0.381256,-0.059609
0.401981,-0.059149
0.422701,-0.058531
0.443416,-0.057766
0.464125,-0.056863
0.484828,-0.055832
0.505525,-0.054682
0.526215,-0.053421
0.546898,-0.052055
0.567575,-0.050589
0.588245,-0.049028
0.608907,-0.047378
0.629563,-0.045642
0.650211,-0.043823
0.670852,-0.041921
0.691486,-0.039940
0.712112,-0.037882
0.732730,-0.035748
0.753340,-0.033543
0.773944,-0.031269
0.794540,-0.028931
0.815129,-0.026530
0.835710,-0.024066
0.856283,-0.021533
0.876847,-0.018928
0.897401,-0.016245
0.917944,-0.013481
0.938476,-0.010635
0.958996,-0.007706
0.979504,-0.004694
1.000000,-0.001600
