# NACA_66(4)-221
# Generated polar data using simplified physics model
# Re = 0.070 million, Mach = 0.00, Ncrit = 5.0
# alpha    CL          CD          CDp         CM       Top_Xtr   Bot_Xtr
  -5.00   -0.492033   +0.044340    0.000000    0.000000   0.000000   0.000000
  -4.50   -0.442936   +0.042293    0.000000    0.000000   0.000000   0.000000
  -4.00   -0.393806   +0.040620    0.000000    0.000000   0.000000   0.000000
  -3.50   -0.344646   +0.039319    0.000000    0.000000   0.000000   0.000000
  -3.00   -0.295460   +0.038392    0.000000    0.000000   0.000000   0.000000
  -2.50   -0.246251   +0.037713    0.000000    0.000000   0.000000   0.000000
  -2.00   -0.197023   +0.037157    0.000000    0.000000   0.000000   0.000000
  -1.50   -0.147780   +0.036725    0.000000    0.000000   0.000000   0.000000
  -1.00   -0.098527   +0.036416    0.000000    0.000000   0.000000   0.000000
  -0.50   -0.049265   +0.036231    0.000000    0.000000   0.000000   0.000000
  +0.00   +0.000000   +0.036169    0.000000    0.000000   0.000000   0.000000
  +0.50   +0.049265   +0.036231    0.000000    0.000000   0.000000   0.000000
  +1.00   +0.098527   +0.036416    0.000000    0.000000   0.000000   0.000000
  +1.50   +0.147780   +0.036725    0.000000    0.000000   0.000000   0.000000
  +2.00   +0.197023   +0.037157    0.000000    0.000000   0.000000   0.000000
  +2.50   +0.246251   +0.037713    0.000000    0.000000   0.000000   0.000000
  +3.00   +0.295460   +0.038392    0.000000    0.000000   0.000000   0.000000
  +3.50   +0.344646   +0.039194    0.000000    0.000000   0.000000   0.000000
  +4.00   +0.393806   +0.040120    0.000000    0.000000   0.000000   0.000000
  +4.50   +0.442936   +0.041168    0.000000    0.000000   0.000000   0.000000
  +5.00   +0.492033   +0.042340    0.000000    0.000000   0.000000   0.000000
  +5.50   +0.541092   +0.043634    0.000000    0.000000   0.000000   0.000000
  +6.00   +0.590109   +0.045051    0.000000    0.000000   0.000000   0.000000
  +6.50   +0.639082   +0.046591    0.000000    0.000000   0.000000   0.000000
  +7.00   +0.688006   +0.048253    0.000000    0.000000   0.000000   0.000000
  +7.50   +0.736878   +0.050036    0.000000    0.000000   0.000000   0.000000
  +8.00   +0.785694   +0.051942    0.000000    0.000000   0.000000   0.000000
  +8.50   +0.834449   +0.053970    0.000000    0.000000   0.000000   0.000000
  +9.00   +0.883142   +0.056118    0.000000    0.000000   0.000000   0.000000
  +9.50   +0.931767   +0.058388    0.000000    0.000000   0.000000   0.000000
 +10.00   +0.980321   +0.060779    0.000000    0.000000   0.000000   0.000000
 +10.50   +1.028800   +0.063291    0.000000    0.000000   0.000000   0.000000
 +11.00   +1.077201   +0.065923    0.000000    0.000000   0.000000   0.000000
 +11.50   +1.125520   +0.068674    0.000000    0.000000   0.000000   0.000000
 +12.00   +1.173753   +0.071546    0.000000    0.000000   0.000000   0.000000
 +12.50   +1.221897   +0.074537    0.000000    0.000000   0.000000   0.000000
 +13.00   +1.269948   +0.077647    0.000000    0.000000   0.000000   0.000000
 +13.50   +1.317902   +0.080875    0.000000    0.000000   0.000000   0.000000
 +14.00   +1.365756   +0.084222    0.000000    0.000000   0.000000   0.000000
 +14.50   +1.413506   +0.087937    0.000000    0.000000   0.000000   0.000000
 +15.00   +1.461148   +0.092269    0.000000    0.000000   0.000000   0.000000
 +15.50   +1.508679   +0.097218    0.000000    0.000000   0.000000   0.000000
 +16.00   +1.556095   +0.102783    0.000000    0.000000   0.000000   0.000000
 +16.50   +1.603392   +0.108965    0.000000    0.000000   0.000000   0.000000
 +17.00   +1.650568   +0.115763    0.000000    0.000000   0.000000   0.000000
 +17.50   +1.677845   +0.122508    0.000000    0.000000   0.000000   0.000000
 +18.00   +1.678449   +0.128941    0.000000    0.000000   0.000000   0.000000
 +18.50   +1.683013   +0.136082    0.000000    0.000000   0.000000   0.000000
 +19.00   +1.691120   +0.143918    0.000000    0.000000   0.000000   0.000000
 +19.50   +1.702390   +0.152438    0.000000    0.000000   0.000000   0.000000
 +20.00   +1.716475   +0.161632    0.000000    0.000000   0.000000   0.000000
